"id","abstract_text"
"8704868","    DESCRIPTION (provided by applicant): Approximately 37,000 people die in the U.S. each year just due to seasonal influenza outbreaks. Efforts to match each year's batch of prevailing influenza viruses fail to predict the strains that will spread in the U.S. 23% of the time. The influenza season of 2007-2008 was one example of the mismatch between prediction and actual strain prevalence. In that season, two of the three influenza strains were mismatched with the viruses that spread in the population leading to influenza infections in vaccinated individuals Therefore, year to year seasonal influenza antigen prediction is not optimal. Beyond seasonal influenza, more troubling is that it is impossible to predict the next pandemic strain of influenza despite our greatest attempts to monitor new out breaks. Even if the strain could be determined at the onset of the pandemic, the time needed to develop and produce an effective vaccine for world-wide distribution may take too long to provide a protective vaccine to the world population. We propose to create and test ""centralized"" influenza genes for the production of prophylactic cross-reactive immunity to combat both seasonal and pandemic influenza. Centralized antigens are antigens that have been computationally engineered to represent common or primordial antigen sequences shared by many or all current viral antigen variants. The advantage of using a centralized antigen is that the genetic distance from the vaccine strain to the challenge strain is half of that of a random antigen and a challenge strain. Therefore, unlike selected wildtype candidate antigens, centralized antigens have substantially higher general homology to all strains of influenza, increasing their ability to drive cross-reactive immune responses to control influenza variants. The specific aims of this study are 1) to create reassorted influenza viruses expressing centralized genes. These will include hemagglutinin (HA) and neuraminidase (NA) for H1, H2, H3, H5, N1 and N2 subtypes. The centralized viruses (H1N1-con, H2N2-con, H3N2-con, and H5N1-con) will be used to make traditional inactivated vaccines. 2) In order to determine the most broadly protective vaccine, mice will be immunized with centralized and wildtype inactivated vaccines. The immunized mice will be challenged with divergent influenza viruses and the best vaccine will be determined by the ability to induce the broadest levels of protection. 3) The final goal of the study is to determine the effects of using a centralized influenza vaccine in the context of prior anti-influenza immunity. Vaccine safety is paramount and these studies will determine if boosting with centralized vaccines results in original antigeni sin and dominant non-neutralizing immune responses. A final analysis will be done in ferrets, since ferrets more closely resemble natural influenza infection in humans. The overall goal of this project is to determine if a centralized vaccine is capable of inducing cross-protective immunity against influenza virus with greater breadth than that of a traditional influenza antigen. The most broadly protective antigens, whether centralized or wildtype, could be used as a first line defense or backup vaccine against pandemic or ""weaponized"" influenza viruses in the case of vaccine mismatch or could be incorporated into the annual vaccine formulation.        "
"8728483","    DESCRIPTION (provided by applicant): Papillary thyroid cancer (PTC) typically has a favorable prognosis;however, patients with PTC carrying the BRAFV600E mutation show resistance to radioiodine treatment and have high rates of metastases and low survival rates. Inhibitors of BRAFV600E, including vemurafenib, have been tested recently as treatments for BRAFV600E-melanomas, with very promising results. However, development of secondary tumor resistance to these compounds has been reported. Another potential player in PTC aggressiveness is vascular endothelial growth factor receptor 2 (VEGFR2), a crucial regulator of angiogenesis. Sorafenib, which targets VEGFR2, was only partially effective against metastatic PTC, suggesting secondary resistance mechanisms to this drug as well. Our preliminary results show that metastatic primary human BRAFV600E positive PTC cells in vitro were resistant to high doses of either vemurafenib or sorafenib alone, but combined treatment with both drugs decreased cell viability by greater than 90%. BRAFV600E up-regulates VEGFR2 and pERK1/2 in PTC cells, triggering recruitment of endothelial cells and pericytes. We also observed upregulation of ACAC[unreadable] (metabolic gene) suggesting that BRAFV600E harnesses a metabolic response that promotes PTC metastasis, a novel mechanism. Our preliminary data also indicate that VEGFR2 is associated with neck recurrence in BRAFV600E PTC. Our objective is to determine how BRAFV600E and VEGFR2 fit into the autocrine and paracrine signaling pathways that control PTC cell progression. Our central hypothesis is that BRAFV600E and VEGFR2 pathways synergize in PTC cells, increasing secretion of extracellular matrix (ECM) proteins and leading to increased PTC cell adhesion, migration/invasion, and angiogenesis. We propose a secondary pathway in which the BRAFV600E/ERK1/2 signaling cascade triggers hyper-expression of VEGFR2 in PTC cells. The alternate VEGFR2 pathway synergizes with residual BRAFV600E activity in the presence of vemurafenib, conferring secondary drug resistance in PTC cells. We will test this by manipulating VEGFR2 and BRAFV600E function and assessing tumorogenic properties in our novel models: a 3D co-culture system that recapitulates the PTC microenvironment, an orthotopic mouse with primary human PTC cells with heterozygous BRAFWT/V600E, and ChIp-seq analysis. Aim 1: To elucidate the autocrine and paracrine pathways by which BRAFV600E and VEGFR2 promote PTC aggressiveness. These studies will delineate VEGFR2-interacting ECM proteins that enhance ERK1/2 phosphorylation in BRAFV600E PTC and provide new insight into vemurafenib and sorafenib secondary drug resistance. Aim 2: To assess whether VEGFR2 protein expression is a long-term prognostic biomarker for PTC aggressiveness in BRAFV600E PTC. Aim 3: To assess efficacy of anti-BRAFV600E and anti-VEGFR2 combined therapy in a pre-clinical mouse model of human heterozygous BRAFWT/V600E PTC. These proposed studies are highly likely to provide evidence supporting clinical trials of combined targeted therapy for BRAFV600E-PTC and identify novel targets for drug development and biomarkers for aggressive PTC.        "
"8627569","ABSTRACT: Novel adoptive T cell therapies have enabled long lasting objective clinical responses in a significant proportion of patients with metastatic melanoma. Treatment efficacy and availability could be further improved by ex vivo genetic modification of lymphocytes allowing generation of large numbers of cells with enhanced anti-tumor function. The development of such adoptive cell transfer immune therapies is critically dependent on the availability of tools to track the distribution of genetically modified lymphocytes following transplantation in melanoma patients. Work by Program Project Grant (PPG) Investigators in animal models of cancer and in humans has demonstrated that this goal could be accomplished using novel molecular imaging techniques such as Positron Emission Tomography (PET).  To visualize the distribution of genetically modified T lymphocytes and Hematopoietic Stem Cells transplanted in melanoma patients, these cells will be engineered to express a PET reporter gene derived from the Herpes Simplex Virus 1 thymidine kinase (HSVI-tk). HSVI-tk has been used extensively in clinical trials as a ""suicide gene"" and has a very high affinity for the PET probe (9-[4-[(18)F]fluoro-3-(hydroxymethyl)-butyl]guanine) (9(18)'F]FHBG). [9(18)F]FHBG administered in trace amounts accumulates specifically in cells expressing HSVI-tk and resulting signals can be detected by PET. We will use this technique for in vivo ""counting"" of genetically  modified cells at various sites throughout the body, including lymphoid organs and metastatic melanoma  deposits. Such measurements cannot be performed using conventional technologies and could provide eariy  prediction markers for therapeutic responses.  To support imaging studies by PPG Investigators, we propose to establish a Biological Imaging Core for noninvasive  monitoring of immune responses. This Core will complement state-of-the-art 'in vitro'immUne  monitoring measurements described in Core A and will enable PPG Investigators to pertorm preclinical and  clinical 'in vivo'immune monitoring studies using multiple imaging modalities.  The proposed Core will take advantage of the unique expertise and infrastructure for functional and anatomical  tomographic imaging already available at UCLA and will also coordinate preclinical imaging experiments  performed at other participating institutions. We envision that the Imaging Core will help cement long-term  interactive multi-institutional collaborations involving experts in imaging, gene therapy, basic and clinical  immunology, who are at the forefront of cancer immunotherapy transitional research."
"8593995","    DESCRIPTION (provided by applicant):     The goal of the proposed study is to develop and test an adjunctive intervention (CLASP) to reduce suicide behavior and re-hospitalization in military veterans hospitalized for suicidal behavior. Suicide is one of the leading causes of death for military personnel and for the first time in recorded history the rates of military suicides are exceeding civilian rates. Despite the public and patient health costs associated with suicidal ideation and behavior, existing efforts have not appreciably reduced the rates of suicidal behavior in the military. Consequently, finding novel, efficacious, and acceptable methods to reduce suicide behaviors is of great military health relevance and should be a fundamental goal of clinical research with military veterans. The Coping Long Term with Active Suicide Program (CLASP) is an adjunctive intervention that combines aspects of problem-solving therapy, case-management, family support, and assessment. The program is a 6- month, adjunctive, telephone-based program designed for patients hospitalized for suicide behavior. CLASP includes, 3 individual sessions and one family session conducted while a patient is in the hospital, and a series of phone calls to both the patient and an identified significant other over the course of 6-months post- discharge. The program is designed to be easily integrated into the VA's current system, can be delivered by master's level clinicians, and will expand on, and compliment the role of the National Suicide Coordinator.  The primary objective of this study is to test the efficacy of CLASP in a sample of veterans hospitalized for suicide behavior. Two hundred veterans will be randomly assigned to either the CLASP intervention or to a Safety Assessment and Follow-up Evaluation (SAFE) control condition. Both programs will be delivered as adjuncts to treatment as usual. Participants will be assessed at the end of the active intervention phase (3 and 6 months post-discharge from hospital) and again at 9 and 12 months post discharge. Efficacy of the program will be determined by several primary outcomes including number of attempts, number of re-hospitalizations, severity and chronicity of suicidal ideation. Secondary analyses will be conducted to help identify the types of patients who will receive the most benefit from the CLASP intervention.                  "
"8646901","   DESCRIPTION (provided by applicant):     Substance  use  disorders  (SUD)  are  highly  prevalent  and  result  in  substantial  disability,  morbidity,  and  premature mortality. Research supported by the parent grant of this application (R01DA0191606) has helped to define risk factors for SUD.  Known  risk  factors  for  SUD  span  family  history,  poor  parenting,  traumatic  experiences, personality traits, and recent stressful life events, early-onset substance use, social deviance and  availability of substances. Despite impressive recent progress on the identification of risk factors for SUD, no explicit model has been developed and tested that defines the interrelationships among these variables.    Consistent with NIDA's Five Year Strategic Plan's Prevention Priorities 1 ""To identify the characteristics  and patterns of drug abuse"" and 2 ""To understand how genes, environment, and development influence the  various risk and protective factors for drug abuse"", and Cross-Cutting Priority 2 ""To decrease health disparities  related to drug addiction"", in this competing renewal, we seek to build a theory-driven, comprehensive model of  SUD and  examine  its  invariance  across  substances,  race,  and gender. We  will  use  data  from the  34,653  participants  in  Waves  1  and  2  of  the  National  Epidemiologic  Survey  of  Alcohol  and  Related  Conditions  (NESARC). Three complementary families of statistical techniques (GLM, Oaxaca-type decompositions and  structural  equation  models)  will  be  applied  to  guide  development  of  a  conceptual  model  based  on  the  pioneering research of Professor Kendler that focused on risk factors for major depressive disorder, and that  we have modified (e.g., by including availability of drugs) to study the etiology and course of SUD.   This modified Kendler model provides a comprehensive integration of variables from five developmental stages: childhood, early adolescence, late adolescence, adulthood, and the last year. The risk factors for this model were assessed in all NESARC participants and are widely considered to apply to SUD. Importantly,  many  of  the  risk  factors  are  modifiable  and  amenable  to  change  through  prevention  and  treatment  interventions. We propose to use the modified Kendler conceptual model to examine the following aims: 1) To  investigate the relationship between risk factors and prevalence of substance use and SUD~ 2) To determine  the relationship between risk factors and transition from use to SUD,  remission of SUD, and relapse~ 3) To  examine whether gender and racial/ethnic differences across the course of SUD are due to the differential  distribution or differential effect of the risk factors~ and, 4) To develop and test models of substance use, SUD,  transition from SUD, remission from SUD, and relapse.    At the conclusion of this study, we will have developed and tested a model that integrates a broad range of risk factors for the onset and course of SUD. These models will help to inform the development and targeting of evidence-based prevention and treatment interventions for SUD.                "
"8858731","The Urea Cycle Disorders Consortium's Administrative Unit coordinates all UCDC activities and is led by UCDC principal investigator/director, Mark L, Batshaw, MD. Co-principal investigators have spefic roles to ensure that the Consortium operates smoothly. Dr. Mendel Tuchman serves as Administrative Director and Co-PI, leading the the consortium when Dr, Batshaw is unable to do so, assisting Dr. Batshaw with Consortium administration and directing the clinical and pilot projects, Co-Pl Marshall Summar is responsible for industry and international relationships,assists Dr. Batshaw withUCDC administration and with Dr. Brendan Lee co-directs the training program: Co-Pl Cynthia LeMons is the executive director of the National Urea Cycle Disorders Foundation and serves as an advisor to the UCDC leadership, representing patients'interests in major UCDC decisions. She will also direct external communications from the UCDC to the patient community. Dr. Robert McCarter from Biostatistics and Study Design Unit at Children's Medical Center and Dr. Jeffrey Krischer from the Data Management and Coordinating Center at University of South Florida will advise the UCDC leadership on study design and results analysis. In addition to the directors. Dr. Brendan Lee at Baylor College of Medicine directs the training program, project manager Jennifer Seminara is responsible for UCDC operations, and Arlene Gendron assists with administrative duties. The UCDC holds monthly conference calls and one annual in-person meeting: The DMCCs audit program ensures quality data and is supplemented by a monitoring program directed by the UCDC project manager."
"8640066","    DESCRIPTION (provided by applicant): The San Diego State University-Minority Health and Health Disparities International Research Training program (SDSU-MHIRT) will continue its eighteen year tradition of providing outstanding international biomedical research training experiences to students from health disparity backgrounds. SDSU-MHIRT encourages and supports its students so that they can successfully pursue careers in the fields of basic and biomedical science, and clinical and behavioral health, and most importantly increase the number of persons from health disparities populations who enter into the field of biomedical science/practice. Twelve trainees per year will perform original research in areas encompassing: public health, molecular biology/ethno-pharmacology, drug design and anticancer agents, behavioral science, marine science, and clinical research. Each foreign site is required to have adequate equipment and human or animal- subject research approval for the execution of the MHIRT trainees'research proposals. Mentorship will be provided at the international sites through both a US and foreign faculty mentor. Sites and mentors have been designated based on their ability to provide a sound research experience. There are several factors unique to this proposal. The first is that SDSU has recently been designated an Hispanic Serving Institution;this, coupled with our proximity to the US-Mexico border and our already thriving cross- border research relationships, affords up the opportunity to provide relevant research experiences to our students. Additionally, our MHIRT trainees will have an extended support system once they return to SDSU. The student-based international research experience is part of an integrated approach in which other training programs (e.g., MBRS, MARC) continue to support the students through their final years here. Major SDSU-MHIRT sites are in Ghana, Mexico, Peru, and Taiwan (Republic of China). A new site - Uganda - is being proposed. Since being awarded for this current cycle, the SDSU-MHIRT program has served 70 trainees. Of these, 9 have been accepted into, are in, or have completed PhD programs and 10 are in Master's programs. In addition, 10 are applying to r medical school, 2 have Fulbright awards, 2 are in the Peace Corps, 5 are working in the field, 2 have been accepted into Pharmacy School, and 30 are still completing their undergraduate education. The new cadre of MHIRT students for 2013 will consist of an additional 12 students taking part in the MHIRT program. In addition, in this cycle 52 publications were produced of which 27 had trainee authors. The program has compiled for the first time a digital database of ethno-botanical plants that is freely accessible n the web. SDSU-MHIRT proposes for this next five year cycle a targeted minimum of 20 trainees accepted into PhD programs, 10 into Master's programs, and 5 into Medical Sciences.         "
"8876794","We propose to develop a hub by the name Partnership for Mental Health Development in Sub-Saharan  Africa (PaM-D). The hub is aimed at creating an infrastructure to develop mental health (MH) research  capacity in Sub-Saharan Africa (SSA) and to advance global MH science by conducting innovative public  health-relevant MH research in the region. The hub will bring together institutions in six countries in great  need for major improvements in their health systems: Nigeria, South Africa, Ghana, Kenya, Sierra Leone and  Liberia with outstanding researchers from institutions in the US and UK, in partnership with government  departments and non-governmental organizations. It will consist of a multidisciplinary team of internationally  renowned researchers whose direct experience about the complex and peculiar mental health situations in  Africa will be channeled towards addressing the diverse needs associated with low policy priority for mental  health, extreme paucity of human resources, poor community awareness, low recognition of mental health  conditions and under-treatment of those conditions.  The aims include: (1) bringing together service providers, policy makers, and researchers with expertise in  global MH to create a Sub-Saharan MH Research Hub that will establish itself as a regional center  supporting research capacity-building and innovative MH service development in the region, focusing,  initially, on expanding service for persons suffering from one of the most disabling mental health problems:  psychosis and (2) developing and implementing targeted programs of training and mentoring that build  mental health research capacity in a broad range of mental health professionals with a view to creating and  supporting a critical mass of experts for innovative mental health research to address the region's mental  health needs."
"8744820","Normal tissue toxicity to the gastrointestinal (Gl) tract occurs frequently with chemoradiotherapy and represents a major clinical challenge. Unfortunately, no effective treatments exist to combat this significant clinical problem. The luminal epithelia of the Gl tract exist in physiologic hypoxia, and thus hypoxic signaling is crucial to the their survival and normal functions. Hypoxia-inducible factor-1 (HlF-1) is a transcription factor at the heart of the cellular hypoxia response whose levels fluctuate inversely with cellular oxygen tension. Stabilized HIF-1 expression has been shown to be critical for normal intestinal homeostasis as well as survival during inflammatory challenges. HIF-1 is required to maintain several basic functions of the intestine, such as barrier and absorptive functions. Augmenting HIF-1 expression in the intestine improves epithelial barrier functions, increases nutrient absorption and reduces apoptosis in response to infection and inflammatory stress. Conversely, intestinal specific knockouts of HIF-1 cause increased epithelial apoptosis in murine models of colitis. The oxygen dependent regulation of HIF is chiefly mediated through the prolyl hydroxylase domain (PHD)-containing proteins which hydroxylate proline moieties on HIF, and serve as a recognition site for the von Hippel Lindau (VHL) protein, which targets HIF for proteasomal destruction. To date, three oxygen-dependent prolyl hydroxylases have been identified (PHD1-3), however, the roles of each isoform in intestinal homeostasis is not clear. Because PHD proteins regulate HIF levels, and HIF, in turn protects the gut from inflammatory stress, it is our hypothesis that the PHD proteins regulates radiosensitivity in the gastrointestinal tract, such that deletion of specific PHD isoforms will afford radioprotection of the gut through HIF-medlated effects on epithelial integrity and crypt regeneration. In this proposal, we will: 1) investigate the specific contributions of PHD 1-3 on radioprotecting the Gl tract from hypofractionated and fractionated radiation with Project 2 and Core B, 2) determine the mechanisms of radioprotection by PHD inhibition with Project 3;3) explore the role of PHD 1-3 in the radiation response ofthe intestinal stem cell with Project 2, 4) determine the efficacy of a small molecule PHD inhibitor to protect the Gl tract with Project 2;and 5) determine the therapeutic efficacy of PHD 1-3 knockouts and small molecule inhibitors of PHD activity on tumor growth in response to radiation relative to normal tissue radioprotection with Project 4. This project represents a new paradigm change in the development of radioprotectors in that we are investigating the physiological basis of tissue radioprotection through alterations in epithelial barrier function."
"8705323","   DESCRIPTION (provided by applicant): The scientific issues of this project are focused around four core developmental phenomena of the 18-23 year old period: 1) this period is normatively the highest alcohol consumption interval in the life course;2) toward the end of this interval, for the majority of young adults, a decrease in consumption begins to take place;3) for a higher risk subset of the population, the high consumption pattern continues;and 4) while these critical behavioral shifts are occurring, the neural networks responsible for effortful control and reward response/incentive reactivity are also maturing, albeit at different rates. Three corollary, as yet unanswered questions critical to both social policy about youthful drinking and intervention, are to be addressed: A) To what degree are the changes in drinking behavior taking place over this developmental interval attributable to the maturation of these neural networks?;B) Does heavy alcohol consumption influence the maturation of these networks?;C) How do social environmental reinforcers and prior individual differences in risk mediate or moderate both of these outcomes? During the past 5 years, this project has investigated neurocognitive and functional brain indicators of later problem alcohol use, identifying trajectories of problem use and neural indicators of risk and resilience. This revised continuation project builds on this prior work by extending the investigation into early adulthood and identifying effects of heavy drinking on personality, neurocognition and brain function as well as the interactions between early risk, heavy drinking, and social context (social supports, peer drinking, environmental insults) throughout adolescence and early adulthood. Subjects are participants in the Michigan Longitudinal Study, a high risk for alcohol use disorder family study that has been characterizing temperament, behavioral risk and social context since early childhood and neurocognitive risk since early adolescence. Associated brain function has been studied using fMRI since late adolescence in a subset of these participants. Over the next 5 years, the study will probe the two domains of Effortful Control, and Incentive Reactivity, assessed at the levels of brain function (Regulation/dysregulation of frontostriatal and frontolimbic circuitry and connectivity), neurocognition, and personality. Neurocognitive and personality assessments will continue at 3 year intervals (N= 1456), starting at age 12;a subset of participants (N = 225) will continue to be assessed yearly via fMRI starting at age 18. An important new focus of the imaging work is the interaction between frontal and subcortical processes, to be explored longitudinally using a delayed discounting task, and frontostriatal and frontolimbic functional connectivity analyses. Results will developmentally characterize the relationship between drinking behavior, social environment, and brain function and connectivity change. A special focus is the extent to which drinking behavior lags brain change or leads it, and the role that social environment plays in moderating such change.      "
"8600249","    DESCRIPTION (provided by applicant): Dopamine (DA) is a critical neuromodulator in neural circuits for motor control, cognition and reward. A chief target of DA modulation is signaling of the excitatory neurotransmitter, glutamate. What are the basic principles for DA modulation of glutamatergic signaling and plasticity? Data addressing this question are maddeningly complex. Much of this complexity may be due to variations between cell types and circuits in which DA has been studied. What other factors might contribute to the heterogeneity? Using an ex vivo brain slice preparation of the nucleus accumbens (NAc)-a central component of the neural reward circuit-our pilot studies provide evidence for two additional factors: 1) in vivo exposure t novel stimuli and 2) the timing of DA signaling in relation to long-term potentiation (LTP) induction. We find that a brief exposure to novelty enables DA to induce a long-lasting depression in NAc AMPAR synaptic strength. We also find that prior DA signaling boosts the ability of tetanic stimulation to induce robust LTP. Using direct and sensitive electrophysiologica measures, we will investigate the roles for novelty and timing in DA modulation of NAc AMPARs. We expect our studies to inform new guiding principles for dopamine modulation in health and disease.    "
"8636891","    DESCRIPTION (provided by applicant): Cocaine abuse is a significant public health problem, with approximately 1.4 million Americans meeting the DSMIV criteria for cocaine dependence and acute overdoses causing nearly 500,000 emergency room visits each year. In spite of this, there are remarkably few effective treatments for cocaine addiction and abuse. Part of the difficulty in the medical treatment of cocaine addiction is that even after successful short-term treatment, environmental cues can evoke craving and drug relapse. Behavioral and neurobiological approaches to memory have identified extinction, in which the relation between the cue and the drug is severed, as a way to eliminate conditioned behavior. A challenge for extinction-based therapies, however, is that extinguished behavior often returns with time or after re-exposure to the drug. In our initial period of support, we examined pharmacological approaches that, when paired with behavioral extinction, generated a rapid and persistent loss of drug-seeking that was resistant to reinstatement challenges (relapse-like behavior). Our focus has been on the regulation of gene expression necessary for long-term memory formation, which involves the concerted action of multiple transcription factors and cofactors that interact with chromatin, a protein complex that packages DNA. Chromatin modification is a main mechanism of epigenetic gene regulation, which is emerging as a major molecular pathway involved in synaptic plasticity and memory storage.  Epigenetic gene regulation has been shown to underlie persistent long-term changes at the cellular level as well as the behavioral level. Importantly, in animal models of addiction, chronic drug exposure induces stable chromatin modification resulting in  stable synaptic plasticity changes, which is  thought  to  drive persistnt  changes in behavior. Considering the substantial overlap in the circuitry involved in drug addiction and learning and memory pathways, the focus of this grant proposal is to modulate learning and memory pathways in order to extinguish drug associated memories. In this renewal application, we focus on a specific mechanism of regulating histone acetylation via histone deacetylase 3 (HDAC3). We use genetic, viral, and pharmacological manipulations to investigate the role of HDAC3 in extinction of cocaine-induced conditioned place preferences and intravenous cocaine self-administration. We hypothesize that HDAC3 is a key negative regulator of extinction of drug-seeking behavior and that HDAC3 modulates extinction via regulation of Nr4a (nuclear orphan receptor) gene family.  In Specific Aim 1, we will use a novel pharmacological approach to determine the role of HDAC3 specifically in memory consolidation during extinction. In Specific Aim 2, we will use a genetic and viral approach to determine the role of long-term modulation of HDAC3 in extinction. In Specific Aim 3, we will use a molecular approach to determine the role of the Nr4a gene family (HDAC3 target genes) in extinction. Our approach promises to elucidate behavioral, systems, and epigenetic mechanisms of extinction and elucidate novel molecular targets for pharmacological interventions.          "
"8740033","    DESCRIPTION (provided by applicant): HIV-infected individuals on antiretroviral therapy (ART) are at increased risk for cardiovascular disease (CVD), likely due to chronically increased inflammation. Low-dose methotrexate (LDMTX) appears to reduce CVD risk in people with rheumatoid arthritis, who like those with HIV, have increased levels of inflammation. The NHLBI recently provided funding for a clinical trial targeting the excess inflammation in HIV. That ""Parent Study"" is a randomized, double-blind, placebo-controlled trial that will assess whether 24-week treatment with LDMTX: i) is safe, ii) reduces circulating inflammatory biomarkers and levels of immune cell activation and iii) improves brachial artery reactivity. However, neither the biomarkers nor endothelial function tests measured as part of the parent study will report on atherosclerotic inflammation, (the desired pathobiological target of LDMTX therapy in HIV). As such, the direct evaluation of arterial inflammation would substantially enhance the scientific value of the trial.  We propose to conduct a time sensitive ancillary imaging study whose overall goal is to determine if treating virologically suppressed, HIV-infected individuals with LDMTX will reduce inflammation within the arterial wall. Atherosclerotic inflammation can be non-invasively and reproducibly measured with FDG-PET/CT imaging, a well-validated quantitative technique that can sensitively detect changes in atherosclerotic inflammation and which has been employed in several multi-center trials to measure changes in arterial inflammation in response to anti-inflammatory treatments.  Our central hypothesis is that persistent immune activation results in chronic arterial inflammation, which contributes to the CVD risk observed in HIV. This fully integrated ancillary study would, in a subset of patients enrolled in the parent trial: (i) assess the impact of LDMTX on arterial inflammation, (ii) evaluate mechanisms responsible for arterial inflammation in HIV and iii) explore mechanisms responsible for actions of LDMTX on the artery wall. Accordingly, the proposed study would provide unique and highly complementary information that would greatly increase the knowledge and mechanistic insights gained from Parent Study. The ancillary study has two specific aims1) To determine the impact of anti-inflammatory treatment with LDMTX on arterial inflammation, as assessed by FDG-PET/CT imaging, in virally suppressed HIV-infected individuals., and 2) To evaluate the cellular and biochemical basis of the effect of LDMTX therapy on arterial inflammation in HIV.  We expect that LDMTX therapy will improve arterial inflammation and that this mechanistic, proof-of-concept study will demonstrate the importance of inflammation and immune activation in HIV-associated CVD. This would thus form the basis for event-driven trials to evaluate whether anti-inflammatory strategies reduce CVD risk in individuals with treated HIV infection. Accordingly, the study has the potential to shift the paradigm in the approach to treating atherosclerosis in HIV-infected individuals, and potentially in other populations as well.        "
"8715787","A. Administrative structure and leadership  The leadership of the Washington University Center for Diabetes Translational Research (WU-CDTR) is strengthened by the synergistic abilities of the Director (D. Haire-Joshu: translation of evidence based diabetes and obesity interventions and policies) and Associate Directors (W. Auslander, community partnerships in diabetes prevention;N. White: pediatric diabetes research). This group has worked collaboratively for the past three decades on Diabetes Research &Training Center-Prevention &Control (DRTC-P&C) Core studies and activities. The Administrative Core will supervise all WU-CDTR activities with oversight by the Executive Committee and input from the Internal and External Advisory Committees (see figure 1 below). The diverse interests and expertise of the Executive Committee make them particularly well suited to monitor and manage the varied interests and activities of the WU-CDTR."
"8708207","    DESCRIPTION (provided by applicant): Idiopathic pulmonary fibrosis (IPF) is a chronic progressive lung disease of unknown cause and increasing prevalence in the United States. An estimated 100,000 Americans will die from IPF this year, and aside from lung transplantation, which only 1% will receive, there is no FDA-approved therapy. Over the last decade, a potential role for gastro-esophageal reflux (GER) and microaspiration in the progression of IPF has been suggested. Both acid and non-acid reflux are likely important, and preliminary data from IPF patients suggest  an increased benefit of laparoscopic fundoplication over medical antacid therapy alone in slowing disease  progression. Laparoscopic fundoplication has been safely performed in patients with IPF and other forms of advanced lung disease awaiting lung transplantation. These data provide a compelling argument for a trial of laparoscopic fundoplication in patients with IPF and associated GER.  In the clinical proposal, we hypothesize that the reduction of abnormal GER with laparoscopic fundoplication will slow the progression of IPF as measured by the forced vital capacity (FVC). To address this hypothesis, we propose the following aims:  Aim 1: To determine the impact of laparoscopic fundoplication on change in FVC over 48 weeks in IPF.  Aim 2: To correlate the reduction in acid and non-acid reflux events with change in FVC over 48 weeks in IPF.  Aim 3: To determine the safety of laparoscopic fundoplication in patients with IPF.  Aim 4: To explore the impact of laparoscopic fundoplication on key secondary endpoints over 48 weeks in IPF.  In the ancillary proposal, we will test the hypothesis that abnormal GER contributes to the profibrotic  phenotype of lung epithelial cells in IPF by using molecular biomarkers in the serum, bronchoalveolar lavage,  and airway epithelial cells to assess the biological relevance of the presence and treatment of abnormal  GER.            CLINICAL STUDY            "
"8652485","Sexually transmitted infections (STI) with Chlamydia trachomatis are the most common bacterial STI in both  the United States and worldwide and represent a significant public health concern. At present, there are no  biomarkers to reliably predict potentially devastating Chlamydia-associated reproductive complications, such  as infertility and ectopic pregnancy;therefore, development of a chlamydial vaccine is a high priority. The  traditional definition of ""protective immunity"" following chlamydial infection or vaccination includes reduced  bacterial shedding, shortened duration of infection, and diminished chronic tissue damage. However, the  immunologic correlates of protective immunity are less well-defined and have generally included generation  of IgG antibody and a robust CD4+ Th1 response although the latter has also been implicated in pathology  and may not be adequate as a single read-out for immunologic efficacy. The overall goal of this project is to  define the immunologic and cellular responses that contribute to effective generation of Chlamydia  muridarum-specific immunologic memory. We hypothesize that the CD4+ central and effector memory  phenotype elicited following C. muridarum Infection or immunization is a critical determinant of  protective immunity and/or pathology and, as a corollary, that altered IL-23/Th17 responses may result in  inadequate CD4+ T-cell memory responses. Employing a series of in vivo experiments in an established  mouse model, our hypothesis will be tested by the following Specific Aims: 1) Characterize the cellular and  immunologic responses associated with the development of protective CD4+ memory T-cell responses  following Chlamydia muridarum genital tract infection. 2) Evaluate the contribution of the IL-23/Th17  response in generation of effective CD4+ T-cell central and effector memory responses to C. muridarum  genital tract infection. 3) Determine if immunization with killed organisms elicits a different memory response  than natural infection. Information gained from the proposed studies will advance the Project Leader's  immediate and long-term career objectives to expand her technical and analytical research skills, develop  biomarkers for adverse disease outcomes following Chlamydia STI, and translate findings in the basic  immunology laboratory into clinically relevant prevention and intervention strategies for STI. The Project  Leader will integrate enthusiastic mentorship with numerous institutional resources to reach her goal of  becoming an independent investigator with an established scientific niche in genital tract mucosal  immunology."
